Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
AlgoPad USD,ALGOPAD-USD,2022-11-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-29,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-11-30,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-29,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-30,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2022-12-31,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-29,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-30,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-01-31,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-02-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-29,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-30,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-03-31,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-19,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-20,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-21,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-22,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-23,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-24,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-25,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-26,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-27,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-28,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-29,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-04-30,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-01,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-02,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-03,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-04,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-05,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-06,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-07,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-08,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-09,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-10,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-11,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-12,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-13,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-14,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-15,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-16,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-17,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
AlgoPad USD,ALGOPAD-USD,2023-05-18,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0.0062110000289976,0
